employer,headline,occupation,ai_industry,ai_locations,ai_technology
"Nordea Bank AB","System Responsible to Application Support in Nordea",Systemansvarig,"Financial Services, Banking, Payments","Sweden, Poland, India","IBM Mainframe (TWS/OPC, JCL),Java,C,Shell scripting,Data modelling,Databases (eg. DB2),Unix/Linux,Weblogic,JRE,XML,JDBC,PowerHA"
"Nordea Bank AB","Senior SAS Developer",Systemutvecklare/Programmerare,"Banking/Financial Services","Stockholm, Sweden","SAS,SQL"
"Nordea Bank AB","Business Architect to Nordea Core Banking Programme, Stockholm",Affärsarkitekt,"Financial Services",Stockholm,"Digitalisation ,Core Banking Platform ,Business Architecture ,Change Management ,Capability Modelling ,Organisational Design ,Business Modelling ,Process Design ,Third Party Providers ,Industry Standards"
"Nordea Bank AB","System Responsible to Financial Anti-Crime IT, Nordea, Stockholm",Systemansvarig,"Financial Services","Stockholm, Sweden","IBM Mainframe (TWS/OPC, JCL) ,AIX/Linux ,Detica Netreveal ,Weblogic ,JRE ,XML ,JDBC ,PowerHA ,Java ,C Shell scripting ,Data modelling ,Databases (eg. DB2)"
"Nordea Bank AB","Business Intelligence & Process Specialist, Business Development, Stockholm","Affärskonsult, IT",Banking,"Stockholm, Sweden","SQL,Teradata,SAS"
"Nordea Bank AB","Data Modeller, Data Architecture within Group Functions COO, Stockholm","Metodanalytiker, IT","Financial Services",Stockholm,"SQL coding,Teradata RDBMS,Teradata FSDM / FS-LDM & 3NF,Erwin data modelling tool,Dimensional Modelling,Advanced SQL Skills (sprocs, olap, ordered analytical),ETL Framework,DataStage,Tivoli,Agile practices"
"Nordea Bank AB","Graduate Data/Automation Engineers to Group Functions IT",Mjukvaruutvecklare,"Banking and Financial Services","Stockholm, Copenhagen or Helsinki","SQL,R,Python,Java,D3,Matlab,Big Data Technologies"
"Nordea Bank AB","Senior IT analyst to Treasury IT solutions/IFTP, Stockholm","Data Warehouse specialist","Financial Services","Stockholm, Sweden","Data Warehousing,Business Intelligence,Jira"
"Nordea Bank AB","Java Developer to Digital Banking, Stockholm ",Systemutvecklare/Programmerare,"Digital Banking",Stockholm,"Java,Spring,Spring Boot,RESTful Web Services,Soap,JavaScript,AngularJS,HTML,CSS,OAuth2,OpenID Connect,Spring Security,SAML2,SASS,RxJava,Jetty,Oracle DB,Git,Jenkins,OpenAPI specification (Swagger),TDD,Unit tests"
"Nordea Bank AB","IT Architect to Counterparty & Financial Regulations IT, Stockholm",IT-arkitekt/Lösningsarkitekt,"Financial and Counterparty Reporting",Stockholm,"Database/Data Warehouse Solutions,Teradata (advantage),Infrastructure Components"
"Nordea Bank AB","Graduate to Release Management",Systemutvecklare/Programmerare,"Financial Services/Transaction Banking IT","Stockholm, Lindhagen","ITIL process framework ,Nordea change and release management process and policies"
"Nordea Bank AB","Senior IT Analyst to Transformation Solutions",Systemanalytiker/Systemutredare,"Credit Risk and General Ledger","Stockholm, Helsinki, Copenhagen","IBM InfoSphere Information Governance Catalog (IGC),SQL,Atlassian tools (JIRA, Confluence, Bitbucket, Bamboo),Linux,Shell scripting,Windows,Agile Scrum"
"Nordea Bank AB","Quality Assurance Manager (location: Stockholm, Copenhagen or Helsinki)",Testledare,Banking,"Stockholm, Copenhagen or Helsinki","Agile development ,SAFe framework ,MDM implementations"
"Nordea Bank AB","Incident and Defect Manager (location: Stockholm, Copenhagen or Helsinki)",Systemansvarig,Banking,"Stockholm, Copenhagen or Helsinki","Quality Centre ,Remedy ,ITIL ,IPC processes"
"Nordea Bank AB","Test Manager to Customer and Counterparty Data (location: Stockholm, C ...",Testledare,Banking,"Stockholm, Copenhagen or Helsinki","ISTQB Software Testing certification,Automation frameworks,Regression testing suits,MDM solutions,ITIL v3.0,V-models,Agile test approaches,HP QC (ALM)"
"Nordea Bank AB","Senior Project Manager","Projektledare, IT","Financial Services",Nordea,"Data Warehouse ,Regulatory/Business Data Reporting ,Agile ,Scrum"
"Nordea Bank AB","Specialist for Information Security Monitoring & Reporting, Nordic Position","Säkerhetsanalytiker, IT","Finance, Information Technology, Engineering","Nordic Countries","Monitoring,Reporting,Analytics,Data Gathering,Risk Management,Compliance"
"Nordea Bank AB","Data Analyst/Scientist to Fraud Management, Stockholm or Helsinki","Data Warehouse specialist","Financial Fraud Prevention","Stockholm or Helsinki","Binary Classification ,Business Rules Engines ,Time Series Forecasting ,SQL ,R ,Python ,Excel ,PowerPivot ,DAX ,Spark ,Hadoop ,Data Warehousing ,Machine Learning ,Pattern Recognition ,Statistical Analysis ,Hypothesis Testing ,Functional Programming (Haskell, Scala, F#, Erlang)"
"Nordea Bank AB","Release Manager to Group Functions IT, Copenhagen or Stockholm","Projektledare, IT","Financial sector (plus, but not a pre-requisite)","Not mentioned","Release & Deployment Management process ,ITIL processes ,Software development practices (e.g. SAFe, Lean, etc.) ,Remedy or another IT Service management tool"
"Nordea Bank AB","IT Configuration Manager to Change & Deployment, Copenhagen or Stockholm","Configuration Manager/CM","Financial Services",N/A,"Continuous Integration,JIRA,Confluence,ITIL® Foundation,BI & Data Warehousing,TeraData,SAP,Oracle,Hadoop,Mainframe,TWS,GIT,Perl,Jenkins"
"Scania IT","Service Delivery Manager till Infrastructure Services, Scania IT","Projektledare, IT","Lastbilstillverkare,Tjänsteleverantör av kompletta transportlösningar","Sverige,Holland,Frankrike,Belgien,Latinamerika,Indien","Systemutveckling,IT-drift,Infrastruktur"
"Nordea Bank AB","IT Analyst to Transformation Solutions, Stockholm",Systemanalytiker/Systemutredare,Banking,Stockholm,"IBM InfoSphere DataStage ,Linux ,Shell scripting ,Agile Scrum ,SQL ,Programming languages ,Analytical tools"
"Nordea Bank AB","Scrum Master to Data Sourcing in Group Functions IT, Stockholm","Data Warehouse specialist","Banking/Financial Services",Stockholm,"Agile Development ,Kanban Board ,Application Management ,Deployment and Release Management ,Incident Management ,COBOL ,SQL ,TWS ,JCL ,BI ,Big Data"
"Nordea Bank AB","Expert IT Architect",Systemarkitekt,"Banking and Finance","Nordea Group Functions","Business/Finance,Data Warehouse,Business Intelligence"
"Nordea Bank AB","Release Manager to Group Functions IT, Copenhagen or Stockholm","Projektledare, IT","Financial Sector",N/A,"Remedy ,IT Service Management Tool"
"Nordea Bank AB","IT Analyst to Application Operations and Support, Stockholm",Systemanalytiker/Systemutredare,"Financial Sector",Stockholm,"Linux,Database technologies (Oracle),Network technologies (TCP/IP, routing and the OSI model),Data transfer protocols (SFTP and AS2),ITIL,EDI,Seeburger"
"Nordea Bank AB","Senior IT Analyst to Transformation Solutions",Systemanalytiker/Systemutredare,"Credit Risk and General Ledger","Stockholm or Helsinki","IBM InfoSphere Information Server family,SQL,Java,Atlassian tools (JIRA, Confluence, Bitbucket, Bamboo),Linux,Shell scripting,Windows system,Agile Scrum"
"Nordea Bank AB","Senior IT Test Manager to Platform Integration, Stockholm",Testledare,"Banking and Finance","Stockholm, Kista","Structured Testing ,Test Automation ,Test Tools ,Best Practices ,Agile Projects"
"Nordea Bank AB","Investigations & Intelligence Lead, Financial Crime Intelligence & Ana ...","Säkerhetsanalytiker, IT","Financial Services / Financial Crime",Stockholm,"AML,Sanctions,ABC,Analytic tools,Hadoop,Graph Databases,Statistical modelling,Big data technologies"
"Nordea Bank AB","IT Operational Risk Officer (location: any of the Nordic countries) ",Kravanalytiker,"Financial sector or similarly regulated industry e.g. Health/ Pharma","Any of the Nordic capitals","IT Security ,IT Infrastructure ,IT Operations"
"Nordea Bank AB","Senior Project Manager, Stockholm","Projektledare, IT","Banking and Investment Products",Nordea,"Agile,Scrum"
"Nordea Bank AB","Senior Scrum Master, Stockholm","Projektledare, IT",Banking,Stockholm,"Agile ,Scrum ,Process Improvements"
"Nordea Bank AB","Credit Data Analyst to IRB Model Development, Stockholm","Data Warehouse specialist",Banking,Stockholm,"SQL,SAS,Excel"
Nordea,"Lead Frontendutvecklare till Nordea",Frontend-utvecklare,"Financial Services","Stockholm, Sweden","React,HTML,CSS,Node.js,Angular 2"
"Nordea Bank AB","Senior Project Manager to Business Reporting IT, Stockholm","Projektledare, IT",Financial,Stockholm,"MS Office,SharePoint"
"Nordea Bank AB","Project Manager with agile experience, Stockholm ","Projektledare, IT","Banking and Investment Products",Stockholm,"Agile setup ,Change management initiatives ,Stakeholder management ,Cross team alignment/coordination"
"Nordea Bank AB","DataStage professional to Transformation Solutions, Stockholm",Systemanalytiker/Systemutredare,Banking,Stockholm,"IBM InfoSphere DataStage ,Linux ,Shell scripting ,Agile ,Scrum ,SAFe ,SQL"
"Nordea Bank AB","Program Manager - Regulatory Data Delivery, Stockholm","Projektledare, IT",Banking,Stockholm,"Information Governance,Data Protection,Regulatory Change"
"Nordea Bank AB","Senior IT Analyst, Transformation Solutions, Stockholm",Systemanalytiker/Systemutredare,Banking,Stockholm,"IBM InfoSphere DataStage ,Windows and Linux shell scripting ,Agile, Scrum or SAFe ,SQL ,Programming languages ,Analytical tools"
"Nordea Bank AB","IT Analyst, Stockholm",Systemanalytiker/Systemutredare,Banking,Stockholm,"Data Warehousing,Financial Instruments,Data Models,Data Extraction"
"Nordea Bank AB","Database Expert, Stockholm, Sweden",Systemadministratör,Banking,"Stockholm, Sweden","ETL,Modelling,SQL,Data Attribute mapping,Teradata,UNIX,Data stage"
"Nordea Bank AB","Senior Java Developer, Stockholm",Systemutvecklare/Programmerare,Banking,"Stockholm, Sweden","Java 8,Spring,JPA/Hibernate,SQL databases,REST services,ReactJS,Hadoop,Hive,Spark,Map/Reduce,Maven,GIT,Atlassian products,Stash/BitBucket,Bamboo,JIRA,JAX-WS,WebLogic,Tomcat,Dependency Injection,TDD/Unit Testing,Mockito,Hamcrest,Junit/TestNG"
"Spotify AB","Software Security Developer","Säkerhetsansvarig, IT",Technology,Spotify,"Mobile security,Web security,Authentication schemas,Python,Java,C/C++,PHP"
"Nordea Bank AB","Optimization Data analyst, Stockholm, Oslo, Copenhagen, Helsinki",Systemarkitekt,Banking,"Nordic capitals","Excel,SQL,VBA"
"Nordea Bank AB","Senior IT Analyst to Trading technologies, Stockholm",Systemarkitekt,Banking,Stockholm,"Calypso,Agile development"
"Nordea Bank AB","Full Stack JAVA developer, Stockholm",Systemutvecklare/Programmerare,Banking,N/A,"Java 8,Spring,Spring Boot,Restful Services,Swagger,Maven,Git,TDD,RxJava or Reactor,Micro Services,Oracle DB,HTML,CSS,Javascript,Jenkins,Jetty,Sass / Less,AngularJS,Gulp / Grunt"
"Nordea Bank AB","IT Developer/Architect SAP, Stockholm",Systemutvecklare/Programmerare,Banking,Stockholm,"SAP applications,Bank Analyzer,Calculation engines for credit risk and general ledger,New technology"
"Nordea Bank AB","IT Architect/Senior IT Analyst, Stockholm",IT-arkitekt/Lösningsarkitekt,Banking,Stockholm,"Database/Data Warehouse Solutions (preferably Teradata),Report Validation/Reconciliation,Aggregation,Distribution"
"Nordea Bank AB","Expert IT Analyst in Financial Crime Intelligence & Analytics, Stockholm",Systemanalytiker/Systemutredare,Banking,Stockholm,"Big Data,Hadoop,Elastic search,Statistical analytics,Logistic linear regression,Graph databases,Machine learning,Agile IT development,Software as a Service,Customer off-the-shelf applications,Mega JIRA,Confluence,QC"
"Nordea Bank AB","Expert IT Analyst, Nordea, Stockholm",Systemanalytiker/Systemutredare,Banking,Stockholm,"Big Data,Hadoop,Spark,Kafka,Oozie,HDFS,Hive,Flume,HDFS storage formats and partitioning for unstructured data,MapR,ElasticSearch,UX/Visualisation,Big data applications,Statistical analytics (logistic linear regression),Graph databases,Machine learning basics,Agile IT development (Scrum),Software as a Service,Customer off-the-shelf applications,Mega JIRA,Confluence,QC"
"Nordea Bank AB","IT Tester - Automation (Senior IT Analyst), Stockholm",Systemtestare,"Banking and Finance",Stockholm,"Jira,HP QC/ALM,Selenium,Gherkin,SQL/PLSQL"
"Nordea Bank AB","IT Tester - Automation (Senior IT Analyst), Stockholm",Systemtestare,"Banking and Finance",Stockholm,"Jira,HP QC/ALM,Selenium,Gherkin,SQL/PLSQL"
"Nordea Bank AB","IT Architect, Stockholm",IT-arkitekt/Lösningsarkitekt,Banking,Stockholm,"Database/Data Warehouse Solutions (preferably Teradata),Report Validation/Reconciliation,Aggregation,Distribution"
"Nordea Bank AB","Scrum Master, Stockholm","Projektledare, IT",Banking,Stockholm,"Data warehousing,Agile environment,Banking"
"Nordea Bank AB","Senior IT Analyst, Stockholm",Systemanalytiker/Systemutredare,"Financial sector",Stockholm,"Sales Performance Management (SPM) application,Teradata Data Warehouse,Configuration manager/Release manager"
"Nordea Bank AB","Senior IT Developer, Stockholm",Systemutvecklare/Programmerare,Banking,Stockholm,"Java software development,Object-oriented design,SDLC tools and frameworks (e.g. Maven, JUnit, Git, Jenkins/Bamboo),DevOps principles and tools (i.e. Docker, Kubernetes, OpenShift),Testing and Automation Methodologies (i.e. process-driven scripting, BDD, TDD),Test automation tools (i.e. Selenium, Cucumber, LeanFT),SQL,ITIL v3.0 & SAFe"
"Nordea Bank AB","IT Analyst, Stockholm",Systemanalytiker/Systemutredare,Banking,Stockholm,"Agile development ,Business Analyst ,Agile framework"
"Nordea Bank AB","Senior IT Architect, Stockholm",Systemanalytiker/Systemutredare,Banking,Stockholm,"Machine learning,Robotics,Cloud computing,SAP BI Suite (BW, BO, HANA),SAS Institute,Data Warehouse design,Kimball and Inmon"
"Nordea Bank AB","Expert IT Developer, Stockholm",Mjukvaruutvecklare,Banking,"Stockholm, Sweden","JavaScript frameworks (ReactJS, Redux, Angular etc),CSS,Code,Design,Unit testing"
"Nordea Bank AB","Development Lead, Stockholm","Projektledare, IT",Banking,Stockholm,"Teradata,Data Integration,ETL"
"Nordea Bank AB","Senior Teradata Developer, Stockholm",Databasdesigner,Banking,Stockholm,"Teradata,ETL tool (e.g. Datastage)"
"Nordea Bank AB","Senior IT Developer, Stockholm",Mjukvaruutvecklare,Banking,Stockholm,"Java,Maven,JUnit,Git,Jenkins/Bamboo,Selenium,Cucumber,LeanFT,SQL,ITIL v3.0,SAFe"
"Nordea Bank AB","Scrum Master, Stockholm","Projektledare, IT",Banking,Stockholm,"Data warehousing,Agile environment,Banking"
"Nordea Bank AB","BI Solution Architect to Banking technology, Stockholm",IT-arkitekt/Lösningsarkitekt,Banking,Stockholm,"Machine learning,Robotics,Cloud computing"
"Nordea Bank AB","API Development Team Lead, Stockholm",Mjukvaruutvecklare,Banking,"Stockholm, Sweden","Machine learning,Robotics,Cloud computing"
"Nordea Bank AB","Senior IT Developer, Stockholm",Mjukvaruutvecklare,Banking,Stockholm,"Machine learning,Robotics,Cloud computing,Java EE,Java/C,Maven,Bitbucket,Git,Nexus,Splunk,RESTful service design,Spring Framework,Hibernate,JSON,XML,Eclipse/IntelliJ,SQL server,DB2,Microservices,OSB,SOA,REST Services,Webservices,HTML,CSS,JavaScript frameworks,AngularJS,Responsive design frameworks,Bootstrap,Foundation,Agile development,Test Driven Development,Clean Code,Architecture and design,Atlassian tool suite"
"Nordea Bank AB","Senior Developer to Software Development (Stockholm or Copenhagen)",Mjukvaruutvecklare,Banking,"Stockholm or Copenhagen","Machine learning,Robotics,Cloud computing,Java EE,Java SE,Java Programing (Java Core, J2ee),JavaScript,jQuery,HTML,CSS,JSP,Ant scripts,Maven Net C#,MVC,MVVM Framework,Spring Framework,Event based Web Development,Eclipse IDE,GIT Repository,Genesys technical knowledge"
"Nordea Bank AB","DataStage professional to Transformation Solutions, Stockholm",Systemanalytiker/Systemutredare,Banking,Stockholm,"IBM InfoSphere DataStage,Linux,Shell scripting,Agile,Scrum,SAFe,SQL,Programming languages"
"Nordea Bank AB","Developers to Software Development , Stockholm",Mjukvaruutvecklare,"Financial Services",Stockholm,"Machine learning,Robotics,Cloud computing"
"Nordea Bank AB","IT Analyst, Stockholm",Systemanalytiker/Systemutredare,Banking,Stockholm,"Agile development,Business Analyst,Agile framework"
"Nordea Bank AB","Process Specialist, Operational Processes & Coordination, Stockholm","Processansvarig, ITIL",Banking,Stockholm,"Data-warehouse technology,System functionality"
"Nordea Bank AB","IT Architect, Stockholm",IT-arkitekt/Lösningsarkitekt,Banking,Stockholm,"Database/Data Warehouse Solutions (preferably Teradata),Report Validation/Reconciliation,Aggregation,Distribution"
"Nordea Bank AB","Expert IT Developer to Software Development, Stockholm",Mjukvaruutvecklare,Banking,"Stockholm, Sweden","Machine learning ,Robotics ,Cloud computing"
"Nordea Bank AB","Senior Full Stack Developer, Stockholm",Mjukvaruutvecklare,Banking,"Stockholm, Sweden","Machine learning,Robotics,Cloud computing,JAVA EE,JAVA/C,Maven,Bitbucket,Git,Nexus,Splunk,RESTful service design,Spring Framework,Hibernate,JSON,XML,Eclipse/IntelliJ,SQL server,DB2,HTML,CSS,JavaScript frameworks,AngularJS,Responsive design frameworks,Bootstrap,Foundation,Agile development,Test Driven Development,Clean Code,Architecture and design,Atlassian tool suite,Jira,Confluence"
